# StartTime = 02/03/2026 11:20:39.6323 AM
Time (sec), Vehicle speed (MPH), Mass air flow rate (lb/min), Latitude (deg), Longitude (deg), Trip Fuel Economy (MPG), Total Fuel Economy (MPG), Fuel Rate (gal/hr), Total CO2 (lbs), CO2 flow (lb/min), Instant Fuel Economy (MPG), Instant CO2 rate (lb/mile), Fuel system 1 status, Fuel system 2 status, Calculated load value (%), Engine coolant temperature (°F), Short term fuel % trim - Bank 1 (%), Long term fuel % trim - Bank 1 (%), Engine RPM (RPM), Intake manifold absolute pressure (inHg), Mass air flow rate (lb/min), Intake air temperature (°F), O2 voltage (Bank 1  Sensor 2) (V), Short term fuel trim (Bank 1  Sensor 2) (%)
251.160,41.63187,4.483647,42.09555,-73.939575,14.7437525,29.89136,2.7053297,777.6243,0.88355327,15.388834,1.2733802,2,0,77.254906,132.8,-3.125,8.59375,2196,23.033478,3.8946621,6.8,0.475,-2.34375
253.860,42.253242,4.409559,42.09605,-73.93936,14.72391,29.889784,2.928504,777.70245,0.9564414,14.4282675,1.3581557,2,0,74.117645,145.4,-1.5625,8.59375,2072,18.013361,2.8738391,5,0.81,1.5625
257.561,44.117355,2.489886,42.09657,-73.93917,14.72391,29.889784,2.928504,777.70245,0.9564414,14.4282675,1.3581557,2,0,55.686275,145.4,0,8.59375,1859,16.832157,2.4186676,5,0.12,-0.78125
258.987,45.360096,2.231901,42.096935,-73.939095,14.872871,29.889677,1.6535988,777.7292,0.5400608,26.6796,0.7344876,2,0,51.764706,145.4,0,8.59375,1828,12.993244,1.8359076,5,0.15,3.125
261.419,46.60284,1.722546,42.097496,-73.93899,15.014344,29.889694,1.4822642,777.7488,0.48410338,30.601898,0.640347,2,0,43.52941,145.4,-0.78125,8.59375,1878,14.76505,2.1433225,5,0.11,-1.5625
263.985,47.22421,2.313927,42.097874,-73.93893,15.192469,29.889906,1.1439881,777.7639,0.37362337,40.73717,0.48103082,2,0,49.80392,145.4,0.78125,8.59375,1907,16.241554,2.3940616,6.8,0.165,0.78125
266.411,47.84558,2.123415,42.098446,-73.93886,15.335386,29.889929,1.5367397,777.78424,0.501895,30.73013,0.637675,2,0,44.705883,145.4,3.125,8.59375,1710,8.268428,1.0886719,6.8,0.065,12.5
268.981,47.84558,0.803061,42.098835,-73.938835,15.507025,29.890034,1.4102157,777.805,0.46057257,33.927845,0.57757384,2,0,26.27451,145.4,0,8.59375,1431,8.268428,0.91104645,6.8,0.84,0.78125
271.408,47.22421,1.109997,42.099415,-73.93878,15.740647,29.890575,0.5333339,777.812,0.1741854,89.710365,0.21843445,2,0,50.980392,145.4,-6.25,8.59375,2005,16.536856,2.5529673,6.8,0.135,1.5625
273.972,49.709694,2.644677,42.09981,-73.938675,15.950566,29.891006,0.7371782,777.8218,0.24076037,64.06078,0.3058944,2,0,52.941177,145.4,2.34375,8.59375,1945,12.993244,1.9458759,6.8,0.78,3.90625
276.406,50.331066,1.879983,42.1004,-73.938446,16.076786,29.890957,1.7563995,777.84503,0.5736353,28.302044,0.69238234,2,0,44.705883,145.4,0.78125,8.59375,1953,14.174448,2.131505,6.8,0.105,0
278.967,49.709694,2.443581,42.100784,-73.93829,16.270649,29.891203,1.2485461,777.86334,0.40777174,40.31174,0.4861074,2,0,56.862743,145.4,0,8.59375,2041,17.71806,2.7844353,6.8,0.07,3.125
281.396,49.709694,2.84445,42.10136,-73.938034,16.404629,29.891226,1.6228464,777.88477,0.5300172,30.631178,0.639735,2,0,45.882355,145.4,11.71875,8.59375,1834,9.154331,1.2927183,6.8,0.8,10.15625
283.960,49.088326,1.607445,42.101734,-73.93786,16.509487,29.891108,1.8890741,777.9098,0.61696637,26.314318,0.7446834,2,0,43.92157,145.4,-3.125,8.59375,1913,14.469749,2.1313457,5,0.71,0
286.394,47.84558,2.397276,42.102287,-73.937614,16.686823,29.8914,1.0675465,777.92395,0.34865776,45.982376,0.42615968,2,0,62.35294,145.4,-0.78125,8.59375,2145,20.966372,3.4762228,5,0.42,0.78125
288.962,47.84558,4.073517,42.102665,-73.93752,16.818653,29.891405,1.5920941,777.9473,0.5199735,30.051983,0.6520646,2,0,70.98039,145.4,0.78125,8.59375,2155,20.375769,3.3940506,5,0.745,1.5625
291.387,47.22421,2.069172,42.103237,-73.93749,16.831547,29.890844,2.7053297,777.98303,0.88355327,17.685675,1.1080061,2,0,58.82353,145.4,0.78125,8.59375,2151,20.080467,3.3386528,5,0.7,1.5625
293.953,46.60284,3.684555,42.103607,-73.93758,16.962843,29.89095,1.3741915,778.0012,0.44880718,34.365086,0.5702251,2,0,67.84314,145.4,1.5625,8.59375,2107,17.71806,2.8856106,5,0.745,3.90625
296.385,47.22421,2.597049,42.104168,-73.93773,16.989517,29.890495,2.4470098,778.0336,0.7991867,19.044811,1.028933,2,0,64.31373,145.4,0,8.59375,2131,20.080467,3.30761,5,0.15,1.5625
298.945,48.466953,3.352482,42.10456,-73.937805,17.09624,29.890417,1.7247685,778.0589,0.56330466,27.380028,0.7156981,2,0,46.666668,145.4,10.15625,8.59375,1892,12.402642,1.8138124,5,0.76,2.34375
301.377,49.709694,1.369305,42.10516,-73.93789,17.150623,29.890108,2.2264714,778.0884,0.72715944,21.768505,0.9001921,2,0,26.27451,145.4,0,8.59375,1368,8.268428,0.87431127,5,0.7,0.78125
304.079,49.088326,0.747495,42.10575,-73.937874,17.32973,29.890493,0.90939146,778.1004,0.29700476,54.662594,0.3584871,2,0,25.882353,154.4,2.34375,8.59375,1993,19.785168,3.0479233,5,0.095,0
306.507,49.088326,4.238892,42.10615,-73.93785,17.54021,29.891073,0.49643108,778.107,0.16213302,98.882454,0.19817302,2,0,71.37255,154.4,1.5625,8.59375,2240,19.489866,3.3745346,5,0.8,0.78125
309.205,50.331066,3.435831,42.106556,-73.93783,17.538282,29.890343,2.8151596,778.1526,0.9194234,17.437138,1.1237988,2,0,61.960785,154.4,1.5625,8.59375,2153,19.194565,3.1943266,5,0.355,1.5625
311.640,50.331066,3.476844,42.10716,-73.93779,17.589254,29.890034,2.2818258,778.1828,0.745238,22.057367,0.8884032,2,0,64.31373,154.4,1.5625,8.59375,2144,19.194565,3.1809738,5,0.29,2.34375
314.198,49.088326,3.435831,42.10775,-73.93774,17.63989,29.889727,2.3090634,778.2132,0.7541338,21.797176,0.8990079,2,0,64.31373,154.4,2.34375,8.59375,2167,20.966372,3.5118763,1.4,0.72,2.34375
316.630,48.466953,3.331314,42.108135,-73.93767,17.68314,29.889399,2.2818258,778.24347,0.745238,21.512741,0.9108944,2,0,64.31373,154.4,2.34375,8.59375,2144,20.67107,3.4524114,1.4,0.125,1.5625
319.199,47.84558,4.28652,42.108513,-73.93754,17.732878,29.889061,2.2124133,778.276,0.7225681,21.906826,0.8945081,2,0,73.72549,154.4,2.34375,8.59375,2264,21.556973,3.8018851,1.4,0.78,2.34375
321.627,48.466953,3.933279,42.109066,-73.93725,17.720924,29.88843,2.8467906,778.31366,0.929754,16.806849,1.1659434,2,0,68.23529,154.4,3.90625,8.59375,2201,21.261671,3.6454592,1.4,0.76,3.125
324.198,49.088326,4.215078,42.10962,-73.93693,17.73036,29.887922,2.612194,778.34827,0.8531354,18.554117,1.0561448,2,0,70.588234,154.4,2.34375,8.59375,1732,22.738176,3.0678797,1.4,0.825,2.34375
326.622,50.95244,2.894724,42.11,-73.93671,17.729328,29.887342,2.799344,778.3852,0.9142581,17.535652,1.1174854,2,0,67.45098,154.4,5.46875,8.59375,1771,11.221438,1.5481102,1.4,0.015,10.15625
329.193,51.57381,1.56114,42.110386,-73.936485,17.815992,29.887217,1.9224623,778.41345,0.6278709,26.503738,0.73936117,2,0,44.705883,154.4,-1.5625,8.59375,1760,17.71806,2.429202,1.4,0.75,-1.5625
331.621,51.57381,2.520315,42.11096,-73.93616,17.969666,29.887568,1.0367941,778.4272,0.3386141,49.743538,0.3939373,2,0,56.07843,154.4,5.46875,8.59375,1680,6.791923,0.8888671,1.4,0.025,0
334.181,49.709694,0.477603,42.111523,-73.935936,18.068468,29.887594,1.6738075,778.4493,0.5466609,30.812271,0.635975,4,0,21.17647,154.4,0,8.59375,1596,8.268428,1.0279942,3.2,0,0
336.612,45.98147,0.472311,42.11189,-73.93594,18.27059,29.888279,0.3171887,778.4535,0.10359296,156.71962,0.12503754,4,0,23.529411,154.4,0,8.59375,1509,12.107341,1.4176879,3.2,0.81,-1.5625
339.179,44.117355,3.808917,42.112232,-73.936066,18.474794,29.888968,0.31367415,778.45807,0.10244512,146.58992,0.13367791,2,0,69.01961,154.4,4.6875,8.59375,2145,20.966372,3.4897408,3.2,0.825,3.90625
341.606,44.738728,3.120957,42.112766,-73.936226,18.464315,29.88844,2.529602,778.49146,0.826161,17.440434,1.1235864,2,0,72.15686,154.4,1.5625,8.59375,2200,22.147575,3.7808678,3.2,0.84,3.125
344.174,45.360096,5.211297,42.113316,-73.93623,18.4924,29.888142,2.0727096,778.5189,0.6769413,21.584658,0.90785944,2,0,80.78432,154.4,2.34375,8.59375,2197,25.691187,4.379826,3.2,0.08,1.5625
346.604,46.60284,4.633146,42.1137,-73.936195,18.410341,29.887157,3.4609594,778.56464,1.1303399,13.10622,1.4951553,2,0,80.39216,154.4,1.5625,8.59375,2078,24.509983,3.9521296,3.2,0.84,3.125
349.166,48.466953,4.334148,42.11409,-73.93613,18.361736,29.886301,3.0769942,778.60986,1.0049378,15.145574,1.2938325,2,0,77.254906,154.4,3.90625,8.59375,1962,19.194565,2.922267,3.2,0.045,3.125
351.602,49.709694,2.550744,42.11468,-73.93598,18.342499,29.88566,2.8784215,778.648,0.9400846,16.838032,1.1637843,2,0,61.17647,154.4,0.78125,8.59375,1696,15.060351,1.9819996,3.2,0.88,3.90625
354.294,49.709694,2.082402,42.115284,-73.935844,18.525127,29.885788,1.382978,778.68866,0.4516768,35.943954,0.5451775,2,0,52.156864,161.6,2.34375,8.59375,1732,9.449632,1.270005,5,0.74,17.1875
358.082,50.95244,0.468342,42.115685,-73.935745,18.525127,29.885788,1.382978,778.68866,0.4516768,35.943954,0.5451775,4,0,20,161.6,0,8.59375,1657,5.610719,0.7186179,5,0,0
359.431,46.60284,0.46305,42.116226,-73.93561,18.759188,29.886654,0.31103823,778.6937,0.10158423,163.81407,0.119622424,4,0,19.607843,161.6,0,8.59375,1478,6.201321,0.70846057,5,0,0.78125
361.861,42.87461,2.327157,42.116558,-73.93548,18.932049,29.88729,0.30752367,778.69775,0.10043639,151.54228,0.12930936,2,0,47.45098,161.6,0.78125,8.59375,2032,19.194565,3.0148034,5,0.08,2.34375
364.426,42.87461,3.787749,42.117012,-73.93513,18.989225,29.887232,1.5455261,778.7182,0.5047646,27.74111,0.7063825,2,0,65.882355,161.6,2.34375,8.59375,2069,19.194565,3.069699,3.2,0.1,3.90625
366.850,44.117355,2.677752,42.117302,-73.93485,18.969519,29.886688,2.5155437,778.75134,0.8215697,17.043875,1.1497289,2,0,61.17647,161.6,2.34375,8.59375,1796,17.71806,2.4692504,3.2,0.775,2.34375
369.417,44.117355,2.56662,42.117767,-73.934494,19.016697,29.886517,1.7783655,778.7775,0.5808093,24.80781,0.78990585,2,0,64.70588,161.6,2.34375,8.59375,1911,24.214682,3.5907245,3.2,0.825,1.5625
371.850,44.117355,4.533921,42.1181,-73.93432,19.06474,29.8864,1.7045598,778.8001,0.5567046,25.881964,0.75712323,2,0,83.92157,161.6,2.34375,8.59375,1972,25.395885,3.8860905,3.2,0.81,0.78125
374.418,44.738728,5.004909,42.11864,-73.93418,19.01057,29.885618,3.0110962,778.83997,0.9834157,14.651593,1.3374542,2,0,78.82353,161.6,1.5625,8.59375,2294,21.852274,3.8898485,1.4,0.745,3.125
376.839,45.98147,4.483647,42.11901,-73.93413,18.937613,29.884697,3.3238916,778.8837,1.0855739,13.459743,1.4558848,2,0,74.5098,161.6,2.34375,8.59375,2236,21.261671,3.703429,1.4,0.775,3.125
379.410,46.60284,4.121145,42.11957,-73.93409,18.891718,29.883883,2.9777079,778.92755,0.9725112,15.4419,1.2690041,2,0,71.76471,161.6,3.90625,8.59375,2212,20.966372,3.612794,1.4,0.72,3.90625
381.843,46.60284,3.979584,42.11995,-73.93411,18.871737,29.883286,2.7369606,778.9638,0.8938839,17.027222,1.1508533,2,0,70.196075,161.6,3.90625,8.59375,2215,20.966372,3.6176937,1.4,0.59,3.90625
384.402,47.22421,3.979584,42.12052,-73.93417,18.859352,29.882738,2.6429465,778.99866,0.863179,17.632912,1.1113216,2,0,71.37255,161.6,3.125,8.59375,2244,21.261671,3.716679,1.4,0.63,3.125
386.836,47.84558,1.760913,42.120903,-73.93423,18.849796,29.8822,2.6429465,779.0337,0.863179,17.868017,1.0966989,2,0,37.2549,161.6,11.71875,8.59375,1708,10.926137,1.4537486,1.4,0.875,7.03125
389.398,45.360096,3.163293,42.121456,-73.93424,18.958342,29.882442,1.1694686,779.05084,0.38194522,40.91224,0.47897243,2,0,70.588234,161.6,3.125,8.59375,2198,20.966372,3.5899282,1.4,0.8,3.125
391.830,45.98147,3.331314,42.12183,-73.93419,18.978962,29.882143,2.100826,779.0787,0.686124,21.591553,0.9075695,2,0,66.666664,161.6,3.125,8.59375,1855,18.013361,2.6029959,1.4,0.855,3.125
394.398,45.360096,0.810999,42.12237,-73.93409,18.994038,29.881804,2.2124133,779.108,0.7225681,20.7834,0.94285995,2,0,24.705883,161.6,23.4375,8.59375,1454,7.087224,0.8027409,1.4,0.82,13.28125
396.821,42.253242,0.455112,42.1227,-73.93399,19.124878,29.882298,0.53860575,779.11505,0.17590716,84.21762,0.23268093,2,0,25.09804,161.6,7.8125,8.59375,1164,12.107341,1.0978336,1.4,0.88,4.6875
399.392,39.146385,0.633717,42.123104,-73.93369,19.276205,29.882925,0.30225185,779.1195,0.09871462,139.79482,0.14017569,2,0,29.80392,161.6,10.9375,8.59375,1524,9.744933,1.1569074,1.4,0.11,0
401.820,37.282272,0.658854,42.123306,-73.9334,19.391903,29.883377,0.42086813,779.12506,0.13745438,93.01342,0.21067749,2,0,29.411764,161.6,11.71875,8.59375,1595,18.603964,2.3115375,1.4,0.195,-0.78125
404.519,36.6609,2.894724,42.123524,-73.93287,19.498877,29.88379,0.43756226,779.13086,0.14290664,85.20449,0.22998594,2,0,64.70588,167,5.46875,8.59375,1906,18.603964,2.7622511,1.4,0.715,2.34375
406.947,39.767757,1.100736,42.123672,-73.93248,19.495832,29.883436,1.9224623,779.15625,0.6278709,19.069763,1.0275867,2,0,30.19608,167,19.53125,8.59375,1545,11.516739,1.3860943,1.4,0.88,7.03125
409.651,41.010498,0.706482,42.123955,-73.93192,19.610264,29.883806,0.7310277,779.16815,0.23875165,54.39979,0.36021894,2,0,26.666666,167,9.375,8.59375,1283,7.087224,0.7083332,1.4,0.175,14.0625
412.082,41.63187,0.459081,42.12416,-73.93157,19.72674,29.884262,0.46919328,779.1743,0.15323724,87.40641,0.2241922,2,0,24.313726,167,10.9375,8.59375,1188,7.382525,0.68321306,1.4,0.08,11.71875
414.641,38.525013,0.472311,42.12448,-73.93111,19.857624,29.884815,0.30488777,779.17834,0.099575505,136.54819,0.14350857,2,0,25.490196,167,11.71875,8.59375,1176,7.677826,0.7033644,3.2,0.07,11.71875
417.075,39.767757,0.455112,42.12473,-73.930824,19.975946,29.885311,0.31367415,779.1825,0.10244512,122.81858,0.15955107,2,0,25.490196,167,12.5,8.59375,1197,7.382525,0.6857119,3.2,0.13,12.5
419.636,39.767757,0.44982,42.12512,-73.93044,20.11299,29.88589,0.30225185,779.18695,0.09871462,131.5716,0.14893667,2,0,25.490196,167,11.71875,8.59375,1151,8.85903,0.7912325,3.2,0.855,10.15625
422.069,38.525013,1.664334,42.12541,-73.93028,20.236448,29.886414,0.2987373,779.1909,0.097566776,133.11949,0.14720485,2,0,46.27451,167,0,8.59375,1970,20.375769,3.1147475,3.2,0.755,3.90625
424.636,39.146385,3.933279,42.12589,-73.930176,20.295525,29.886507,1.105328,779.2055,0.36099708,34.85392,0.56222755,2,0,71.76471,167,4.6875,8.59375,1827,19.785168,2.8049226,5,0.03,3.90625
427.062,41.010498,0.627102,42.126217,-73.93011,20.245302,29.885847,2.612194,779.24005,0.8531354,14.986017,1.3076079,2,0,25.09804,167,21.09375,8.59375,1336,8.268428,0.85385954,5,0.88,10.15625
429.626,40.389126,2.56662,42.126675,-73.92987,20.375416,29.886385,0.41647494,779.24615,0.13601957,98.47051,0.19900207,2,0,55.686275,167,-0.78125,8.59375,1976,18.603964,2.8415115,5,0.125,6.25
432.061,43.495983,3.310146,42.127,-73.92966,20.395746,29.886204,1.7045598,779.2688,0.5567046,23.694756,0.8270115,2,0,69.411766,167,3.90625,8.59375,2118,19.194565,3.1423984,5,0.78,1.5625
434.627,47.22421,2.745225,42.127537,-73.92936,20.390316,29.885824,2.198355,779.29785,0.7179767,19.785696,0.9904041,2,0,61.960785,167,4.6875,8.59375,1861,13.879147,1.9964856,5,0.825,9.375
437.055,48.466953,3.120957,42.127922,-73.92923,20.426537,29.885706,1.8231761,779.3219,0.5954443,25.902166,0.75653267,2,0,76.47059,167,3.125,8.59375,2076,23.91938,3.8382592,5,0.27,3.90625
439.621,49.088326,4.191264,42.128513,-73.92913,20.450579,29.885452,2.0727096,779.35236,0.6769413,23.383379,0.83802414,2,0,67.45098,167,5.46875,8.59375,1672,17.127459,2.213534,5,0.56,3.125
442.049,48.466953,1.305801,42.128902,-73.92914,20.422808,29.88487,2.7835286,779.3892,0.9090928,17.635286,1.111172,2,0,38.039215,167,9.375,8.59375,1573,6.791923,0.8258069,5,0.025,0
444.619,45.360096,0.42336,42.129444,-73.929115,20.529306,29.885254,0.86721677,779.4007,0.2832306,55.88793,0.3506273,4,0,20,167,0.78125,8.59375,1630,10.926137,1.3766111,6.8,0.78,0.78125
447.047,44.117355,3.393495,42.12979,-73.92897,20.665964,29.885881,0.2811645,779.4044,0.09182756,161.32939,0.12146476,2,0,65.09804,167,3.90625,8.59375,2056,18.899263,2.991892,6.8,0.215,3.125
449.614,47.22421,3.142125,42.130283,-73.92857,20.656319,29.88544,2.2537093,779.43756,0.73605525,19.575441,1.0010418,2,0,61.568626,167,2.34375,8.59375,1979,19.489866,2.9698367,6.8,0.4,2.34375
452.041,49.709694,2.550744,42.13064,-73.92831,20.670654,29.885187,2.086768,779.4651,0.6815326,22.630314,0.8659109,2,0,52.54902,167,4.6875,8.59375,1789,12.107341,1.6677735,6.8,0.065,7.8125
454.744,50.95244,1.186731,42.131187,-73.92791,20.836826,29.885635,0.7881393,779.4979,0.25740412,64.649025,0.30311105,2,0,34.509804,165.2,4.6875,8.59375,1751,9.154331,1.2342147,6.8,0.775,3.90625
458.502,50.95244,0.44982,42.13172,-73.92753,20.836826,29.885635,0.7881393,779.4979,0.25740412,64.649025,0.30311105,4,0,18.82353,165.2,0,8.59375,1632,5.610719,0.7050446,6.8,0,0
459.874,46.60284,0.419391,42.132053,-73.92733,21.021013,29.886509,0.2987373,779.50275,0.097566776,170.55936,0.11489159,4,0,18.82353,165.2,0,8.59375,1346,6.201321,0.6426984,6.8,0,0
462.303,36.039528,0.42336,42.13243,-73.92715,21.158083,29.887157,0.2785286,779.5065,0.09096667,167.31798,0.11711733,1,0,25.490196,165.2,0.78125,8.59375,1094,8.268428,0.69649535,6.8,0.045,6.25
464.862,26.09759,0.459081,42.132607,-73.92706,21.258974,29.887627,0.2811645,779.5102,0.09182756,128.1795,0.15287806,2,0,27.058823,165.2,14.0625,8.59375,944,8.85903,0.6439262,8.6,0.885,9.375
467.297,14.291537,0.492156,42.13275,-73.92699,21.324518,29.887913,0.30488777,779.5142,0.099575505,85.59737,0.22893034,2,0,31.764706,165.2,13.28125,8.59375,799,10.630836,0.6515077,8.6,0.835,12.5
469.864,7.4564543,0.510678,42.132805,-73.92697,21.351782,29.887999,0.32685375,779.519,0.106749535,43.724564,0.44816536,2,0,38.82353,165.2,13.28125,8.59375,802,11.221438,0.6902846,8.6,0.05,16.40625
472.286,8.077826,0.719712,42.132915,-73.92691,21.352604,29.887953,0.3391547,779.5235,0.11076699,21.985409,0.89131093,2,0,43.52941,165.2,10.9375,8.59375,1327,14.76505,1.5028346,8.6,0.71,1.5625
474.854,13.048795,1.760913,42.13303,-73.92684,21.345453,29.887848,0.47797966,779.52985,0.15610684,16.899935,1.1595213,2,0,51.764706,165.2,3.125,8.59375,1464,10.926137,1.226911,6.8,0.04,14.84375
477.282,18.641136,0.51597,42.133217,-73.92664,21.305916,29.887478,1.1694686,779.5452,0.38194522,11.157884,1.7562323,2,0,29.411764,165.2,9.375,8.59375,1415,11.221438,1.2225958,6.8,0.86,3.90625
479.848,21.126621,1.391796,42.133293,-73.92644,21.347807,29.887636,0.34266925,779.5503,0.111914836,54.39979,0.36021894,2,0,39.60784,165.2,3.90625,8.59375,1620,13.583846,1.6943991,6.8,0.83,4.6875
482.279,22.990734,0.845397,42.133335,-73.92607,21.352312,29.887524,0.9243283,779.56256,0.3018831,22.856186,0.8573536,2,0,34.117645,165.2,10.9375,8.59375,1599,7.382525,0.90893185,6.8,0.02,9.375
484.843,24.233477,1.008126,42.133373,-73.9258,21.388874,29.88763,0.56145036,779.56995,0.18336815,40.948826,0.47854447,2,0,38.039215,165.2,2.34375,8.59375,1771,15.946254,2.1744788,6.8,0.06,-0.78125
487.275,26.718962,3.058776,42.133617,-73.92546,21.421682,29.887703,0.669523,779.5788,0.21866436,36.195137,0.5413941,2,0,59.60784,165.2,5.46875,8.59375,2218,18.013361,3.0763392,6.8,0.44,2.34375
489.840,31.06856,3.352482,42.13383,-73.92526,21.360228,29.88706,2.0314136,779.6087,0.66345406,13.152891,1.48985,2,0,60,165.2,2.34375,8.59375,2283,15.060351,2.6473963,6.8,0.86,3.125
492.270,34.175415,3.205629,42.134197,-73.92497,21.307077,29.886461,2.2264714,779.638,0.72715944,13.954169,1.4042996,2,0,69.411766,165.2,2.34375,8.59375,1972,22.738176,3.4525542,6.8,0.18,2.34375
494.839,36.6609,3.414663,42.13446,-73.924774,21.27066,29.88596,2.1289425,779.6663,0.6953068,16.052765,1.220714,2,0,72.54902,165.2,2.34375,8.59375,1671,12.402642,1.5957638,6.8,0.835,10.9375
497.270,36.6609,1.760913,42.134884,-73.92457,21.232866,29.885427,2.2677674,779.6963,0.7406466,16.166075,1.2121578,2,0,54.901962,165.2,-1.5625,8.59375,1850,21.556973,3.0707004,6.8,0.285,3.90625
499.832,37.903645,3.099789,42.13519,-73.92448,21.275381,29.885464,1.1694686,779.71344,0.38194522,31.348341,0.6250996,2,0,69.803925,165.2,4.6875,8.59375,1805,20.966372,2.9139254,6.8,0.46,3.90625
502.260,39.146385,2.84445,42.135643,-73.9243,21.256645,29.885063,2.0586514,779.7407,0.6723499,18.41188,1.0643039,2,0,67.84314,165.2,3.90625,8.59375,1745,12.107341,1.626755,6.8,0.68,14.0625
504.961,37.903645,1.148364,42.135933,-73.924194,21.253351,29.884768,1.8890741,779.7657,0.61696637,20.722527,0.94562966,2,0,34.901962,165.2,6.25,8.59375,2010,18.013361,2.7878458,8.6,0.74,3.125
507.392,36.039528,2.877525,42.13636,-73.924034,21.321222,29.885023,0.7626587,779.7758,0.24908224,49.69935,0.39428756,2,0,60.784313,165.2,3.90625,8.59375,1925,16.832157,2.485283,8.6,0.855,4.6875
510.091,36.6609,2.877525,42.136646,-73.92392,21.303709,29.884588,1.9110401,779.80664,0.62414044,18.858595,1.039093,2,0,65.09804,165.2,3.125,8.59375,2248,19.489866,3.3605509,8.6,0.065,3.125
512.522,39.767757,3.476844,42.137108,-73.923706,21.290707,29.88424,1.9110401,779.832,0.62414044,19.183743,1.0214813,2,0,63.92157,165.2,2.34375,8.59375,2208,17.422758,2.9506745,8.6,0.135,5.46875
515.084,42.253242,1.760913,42.137432,-73.92355,21.262281,29.883747,2.3090634,779.8624,0.7541338,17.222462,1.1378069,2,0,35.686275,165.2,14.84375,8.59375,1688,16.536856,2.1410692,8.6,0.05,-2.34375
517.517,43.495983,2.34171,42.13793,-73.9233,21.315235,29.883867,1.1694686,779.878,0.38194522,36.13029,0.54236585,2,0,58.82353,165.2,2.34375,8.59375,1737,17.127459,2.2819076,8.6,0.77,3.90625
520.081,45.360096,1.853523,42.138275,-73.923134,21.350655,29.883814,1.5551912,779.90076,0.50792116,27.968254,0.7006456,2,0,58.82353,165.2,1.5625,8.59375,1702,16.832157,2.1973774,8.6,0.375,3.90625
522.513,46.60284,2.582496,42.138817,-73.92288,21.408531,29.883957,1.2309734,779.91705,0.40203252,36.84897,0.53178793,2,0,60,165.2,2.34375,8.59375,1628,12.697943,1.585598,8.6,0.03,7.8125
525.078,47.22421,1.698732,42.13918,-73.92272,21.438284,29.883877,1.7151035,779.93976,0.56014806,27.172028,0.72117674,2,0,48.627453,165.2,2.34375,8.59375,1614,9.449632,1.1698327,8.6,0.875,12.5
527.507,47.22421,1.414287,42.13972,-73.92247,21.50836,29.88411,1.1281726,779.95465,0.36845806,41.85903,0.46813878,2,0,53.72549,165.2,-1.5625,8.59375,1768,19.489866,2.6429956,8.6,0.815,0.78125
530.073,47.22421,2.995272,42.140083,-73.9223,21.598852,29.884472,0.9392652,779.96844,0.3067614,50.277824,0.38975105,2,0,67.84314,165.2,3.125,8.59375,1806,19.194565,2.658896,8.6,0.065,3.90625
532.499,48.466953,2.35494,42.14065,-73.922066,21.611712,29.884266,1.9892389,779.99475,0.64967996,23.73984,0.82544094,2,0,61.960785,165.2,2.34375,8.59375,1863,19.785168,2.827209,8.6,0.695,3.125
535.069,49.709694,1.025325,42.14103,-73.92188,21.655254,29.884295,1.5639776,780.01544,0.51079077,30.989544,0.632337,2,0,31.764706,165.2,17.1875,8.59375,1687,5.90602,0.7642146,8.6,0,0
537.499,47.84558,0.560952,42.141575,-73.92161,21.758614,29.884789,0.6809453,780.0245,0.22239485,73.001015,0.26843238,1,0,40.784313,165.2,2.34375,8.59375,2097,19.489866,3.13482,8.6,0.165,3.125
540.063,48.466953,3.393495,42.141953,-73.92147,21.89003,29.885483,0.37254298,780.0299,0.12167151,128.4297,0.15258025,2,0,69.01961,165.2,3.125,8.59375,1957,20.966372,3.1471643,8.6,0.72,3.125
542.494,49.709694,3.26781,42.142544,-73.92131,21.88742,29.885162,2.2537093,780.05975,0.73605525,21.505415,0.9112047,2,0,61.568626,165.2,1.5625,8.59375,1694,17.422758,2.2637875,8.6,0.6,0.78125
545.057,49.088326,2.427705,42.142937,-73.92123,21.894604,29.88491,2.1702385,780.0883,0.70879394,22.905176,0.85551995,2,0,61.568626,165.2,1.5625,8.59375,1700,18.308662,2.3873212,8.6,0.18,1.5625
547.487,49.709694,1.629936,42.14354,-73.921104,21.934204,29.884922,1.6123028,780.10974,0.52657366,30.446096,0.6436239,2,0,44.313725,165.2,5.46875,8.59375,1711,12.107341,1.5889276,8.6,0.83,4.6875
550.049,49.709694,1.391796,42.143936,-73.92103,22.018015,29.885248,1.0824834,780.1256,0.3535361,45.9219,0.4267209,2,0,41.568626,165.2,3.90625,8.59375,1693,12.697943,1.648905,8.6,0.625,3.125
552.479,49.088326,1.607445,42.144527,-73.920906,22.102852,29.885622,0.9243283,780.1379,0.3018831,53.779263,0.3643753,2,0,42.35294,165.2,3.90625,8.59375,1656,17.127459,2.1754973,8.6,0.83,-0.78125
555.186,48.466953,2.582496,42.14511,-73.92075,22.176197,29.885912,1.0675465,780.15204,0.34865776,45.982376,0.42615968,2,0,65.4902,170.6,3.125,8.59375,1692,19.785168,2.5677066,6.8,0.57,3.90625
557.610,50.331066,2.231901,42.14551,-73.920654,22.206842,29.885868,1.7151035,780.1746,0.56014806,28.25891,0.6934392,2,0,53.333332,170.6,4.6875,8.59375,1732,15.060351,2.0084496,6.8,0.315,3.90625
