# StartTime = 02/03/2026 11:20:39.6323 AM
Time (sec), Vehicle speed (MPH), Mass air flow rate (lb/min), Latitude (deg), Longitude (deg), Trip Fuel Economy (MPG), Total Fuel Economy (MPG), Fuel Rate (gal/hr), Total CO2 (lbs), CO2 flow (lb/min), Instant Fuel Economy (MPG), Instant CO2 rate (lb/mile), Fuel system 1 status, Fuel system 2 status, Calculated load value (%), Engine coolant temperature (°F), Short term fuel % trim - Bank 1 (%), Long term fuel % trim - Bank 1 (%), Engine RPM (RPM), Intake manifold absolute pressure (inHg), Mass air flow rate (lb/min), Intake air temperature (°F), O2 voltage (Bank 1  Sensor 2) (V), Short term fuel trim (Bank 1  Sensor 2) (%)
866.750,54.05929,2.069172,42.206596,-73.89357,25.5885,29.889967,1.8337197,783.04926,0.59888786,29.480673,0.66470104,2,0,49.80392,177.8,2.34375,8.59375,1859,14.174448,2.013375,10.4,0.325,1.5625
869.185,54.05929,1.932903,42.20725,-73.893456,25.621893,29.890186,1.3741915,783.06744,0.44880718,39.33898,0.49812767,2,0,47.843136,177.8,0.78125,8.59375,1858,13.288545,1.8865237,10.4,0.755,1.5625
871.750,54.05929,1.25685,42.207676,-73.89333,25.663036,29.89048,1.2836918,783.08636,0.4192502,42.112366,0.46532258,2,0,21.568628,177.8,0,8.59375,1780,5.315418,0.7229305,10.4,0,0
874.177,53.437923,0.419391,42.208096,-73.8932,25.720661,29.890974,0.83470714,783.09735,0.27261305,64.76438,0.30257115,4,0,17.254902,177.8,0,8.59375,1774,5.020117,0.68046623,10.4,0,0
876.741,51.57381,0.419391,42.208702,-73.89302,25.801937,29.891735,0.2785286,783.1011,0.09096667,191.85794,0.10213721,4,0,17.254902,177.8,0,8.59375,1707,5.020117,0.65476656,10.4,0,0
879.175,49.088326,0.432621,42.20927,-73.89284,25.879675,29.892464,0.2785286,783.10474,0.09096667,185.16522,0.10582892,4,0,17.254902,177.8,0,8.59375,1586,5.315418,0.6441392,10.4,0,0
881.739,45.360096,0.41013,42.209618,-73.89271,25.960903,29.893223,0.28731498,783.10895,0.093836285,170.85194,0.11469483,4,0,18.82353,177.8,0,8.59375,1491,5.610719,0.6391978,10.4,0,0
884.164,42.253242,0.468342,42.209934,-73.89254,26.028273,29.893854,0.27237812,783.11255,0.08895794,166.53355,0.11766899,1,0,38.82353,177.8,3.90625,8.59375,2029,19.194565,2.9757705,10.4,0.725,3.125
886.733,42.253242,3.26781,42.210377,-73.89217,26.088007,29.89441,0.31103823,783.1167,0.10158423,135.84581,0.14425057,2,0,65.09804,177.8,3.125,8.59375,2045,11.81204,1.8456839,10.4,0.025,8.59375
889.160,42.87461,0.998865,42.21081,-73.89181,26.063265,29.894032,2.1702385,783.14526,0.70879394,19.469398,1.006494,2,0,25.09804,177.8,6.25,8.59375,1307,6.791923,0.6782776,10.4,0.36,14.84375
891.722,41.010498,0.46305,42.211086,-73.89158,26.112823,29.894463,0.6633725,783.155,0.21665564,64.63128,0.3031943,2,0,22.745098,177.8,10.15625,8.59375,1371,7.677826,0.80429405,10.4,0.77,7.8125
894.154,39.146385,1.607445,42.211346,-73.891335,26.170498,29.895002,0.30752367,783.1591,0.10043639,133.35721,0.14694245,2,0,51.372547,177.8,0.78125,8.59375,1753,15.060351,2.0172334,10.4,0.775,2.34375
896.718,39.767757,1.893213,42.211704,-73.89089,26.189875,29.895123,1.0675465,783.17316,0.34865776,36.66949,0.53439075,2,0,51.764706,177.8,0.78125,8.59375,1623,14.76505,1.8310179,10.4,0.05,6.25
899.147,41.010498,0.85995,42.212025,-73.89037,26.201973,29.895163,1.2573326,783.1898,0.41064134,31.62867,0.6195592,2,0,33.72549,177.8,10.9375,8.59375,1474,11.516739,1.2970781,10.4,0.825,3.90625
901.714,42.253242,1.129842,42.21224,-73.890015,26.251944,29.895609,0.57111543,783.1982,0.18652472,71.807724,0.27289313,2,0,33.72549,177.8,4.6875,8.59375,1463,6.791923,0.75923496,10.4,0.03,17.96875
904.143,42.87461,0.414099,42.212456,-73.88964,26.291246,29.895947,0.7503578,783.2081,0.2450648,56.31079,0.3479943,2,0,21.568628,177.8,13.28125,8.59375,1271,6.791923,0.65959513,10.4,0.545,10.15625
906.845,42.87461,0.445851,42.212803,-73.88913,26.413527,29.897104,0.29610136,783.2157,0.09670589,144.79707,0.13533309,2,0,23.137255,176,10.9375,8.59375,1267,6.791923,0.6575193,12.2,0.07,10.9375
910.552,41.010498,0.432621,42.213192,-73.88872,26.413527,29.897104,0.29610136,783.2157,0.09670589,144.79707,0.13533309,2,0,23.529411,176,9.375,8.59375,1230,7.087224,0.66353,12.2,0.075,10.15625
911.972,37.282272,0.455112,42.213436,-73.888504,26.48393,29.897772,0.28731498,783.22034,0.093836285,142.73708,0.13728623,2,0,24.705883,176,10.9375,8.59375,1280,6.791923,0.66173184,12.2,0.07,13.28125
914.402,27.340332,0.44982,42.213696,-73.88828,26.534609,29.898249,0.30225185,783.2243,0.09871462,123.348366,0.15886578,2,0,25.09804,176,9.375,8.59375,1143,7.382525,0.6422889,12.2,0.05,10.9375
916.971,19.262506,0.459081,42.213818,-73.88818,26.56821,29.898561,0.2987373,783.2283,0.097566776,91.51965,0.21411614,2,0,25.490196,176,13.28125,8.59375,948,8.563729,0.617946,12.2,0.83,7.8125
919.401,8.077826,0.506709,42.2139,-73.88814,26.587446,29.898731,0.30488777,783.2323,0.099575505,63.17901,0.3101637,2,0,41.17647,176,8.59375,8.59375,1431,14.174448,1.543921,12.2,0.8,5.46875
921.969,9.320568,2.327157,42.213955,-73.88804,26.585773,29.898695,0.33651876,783.23724,0.10990611,24.004086,0.81635416,2,0,53.72549,176,2.34375,8.59375,2597,17.422758,3.4440398,12.2,0.815,2.34375
924.398,17.398394,3.120957,42.213993,-73.887726,26.53118,29.898073,1.5455261,783.2577,0.5047646,6.0306764,3.2493594,2,0,61.960785,176,3.125,8.59375,2429,17.422758,3.2212448,12.2,0.8,3.90625
926.959,25.47622,3.476844,42.214016,-73.887436,26.466768,29.89732,2.0727096,783.28503,0.6769413,8.394033,2.3344958,2,0,64.70588,176,0.78125,8.59375,2246,19.194565,3.2814615,10.4,0.17,0.78125
929.391,31.06856,2.661876,42.21407,-73.886925,26.405628,29.896582,2.3090634,783.3157,0.7541338,11.033139,1.7760888,2,0,44.705883,176,3.90625,8.59375,1684,12.107341,1.5578656,10.4,0.81,0.78125
931.961,32.311302,1.043847,42.214104,-73.886566,26.376257,29.896175,1.7678218,783.3416,0.57736576,17.574486,1.1150161,2,0,35.686275,176,3.90625,8.59375,1624,12.697943,1.5756456,10.4,0.78,1.5625
934.387,32.311302,2.231901,42.214157,-73.88603,26.400093,29.89637,0.69324625,783.35077,0.22641231,46.608696,0.42043304,2,0,56.47059,176,1.5625,8.59375,1688,17.127459,2.2090445,10.4,0.76,2.34375
936.955,34.175415,2.218671,42.21419,-73.88566,26.38845,29.896168,1.4822642,783.3704,0.48410338,21.798613,0.8989487,2,0,56.47059,176,3.125,8.59375,1678,16.536856,2.1202352,8.6,0.09,3.90625
939.384,35.41816,1.40238,42.21425,-73.885086,26.380491,29.896,1.4734777,783.3899,0.48123378,23.19371,0.8448771,2,0,43.92157,176,8.59375,8.59375,1602,12.697943,1.5602752,8.6,0.74,5.46875
941.947,36.039528,1.357398,42.214287,-73.8847,26.400951,29.896143,0.93135744,783.40356,0.30417877,38.028534,0.51529294,2,0,43.52941,176,3.90625,8.59375,1774,16.241554,2.209971,8.6,0.05,1.5625
944.376,36.039528,2.028159,42.214344,-73.88412,26.421486,29.896296,0.9014837,783.4155,0.2944221,39.978016,0.4901653,2,0,52.941177,176,3.90625,8.59375,1662,12.993244,1.6563569,8.6,0.04,5.46875
946.943,36.6609,0.853335,42.21438,-73.88371,26.42236,29.896227,1.3469537,783.4333,0.4399114,26.756323,0.73238146,2,0,28.62745,176,11.71875,8.59375,1654,8.563729,1.086435,8.6,0.77,5.46875
949.372,36.6609,0.824229,42.21442,-73.88311,26.458723,29.896559,0.5667222,783.4408,0.18508992,64.68937,0.30292204,2,0,27.450981,176,4.6875,8.59375,1662,7.382525,0.9411119,8.6,0.065,4.6875
951.942,36.6609,0.44982,42.214455,-73.88271,26.500206,29.89694,0.54739213,783.44885,0.17877677,66.97374,0.2925898,2,0,20.784313,176,13.28125,8.59375,1522,5.90602,0.6894692,8.6,0.065,10.9375
954.368,35.41816,0.402192,42.2145,-73.88214,26.548471,29.897408,0.2987373,783.45276,0.097566776,122.71953,0.15967984,2,0,21.568628,176,10.9375,8.59375,1305,6.496622,0.6502845,8.6,0.09,8.59375
957.067,34.796787,0.46305,42.21455,-73.881584,26.595984,29.897871,0.2671063,783.4563,0.08723618,132.59949,0.14778213,2,0,21.960785,177.8,13.28125,8.59375,1542,7.087224,0.83823514,10.4,0.055,7.8125
959.499,33.554043,0.432621,42.21458,-73.881226,26.64058,29.898302,0.30752367,783.4604,0.10043639,113.151566,0.17318217,2,0,21.960785,177.8,16.40625,8.59375,1246,6.791923,0.64662117,10.4,0.525,13.28125
962.196,29.825817,0.42336,42.21461,-73.880905,26.693544,29.898817,0.28731498,783.465,0.093836285,116.784874,0.16779429,2,0,24.313726,177.8,11.71875,8.59375,1120,7.382525,0.6317745,10.4,0.105,11.71875
964.628,23.612104,0.455112,42.214645,-73.88054,26.731073,29.89918,0.2811645,783.46875,0.09182756,106.0796,0.18472765,2,0,26.666666,177.8,10.9375,8.59375,962,8.563729,0.62947303,10.4,0.115,10.15625
967.192,17.398394,0.44982,42.21467,-73.880295,26.756948,29.899426,0.30225185,783.4727,0.09871462,78.120636,0.25084072,2,0,27.058823,177.8,10.9375,8.59375,915,9.154331,0.6400101,10.4,0.755,9.375
969.620,9.941939,0.496125,42.214672,-73.88021,26.772738,29.899569,0.2987373,783.4767,0.097566776,58.239777,0.33646822,2,0,34.901962,177.8,10.9375,8.59375,794,10.630836,0.64495146,10.4,0.06,13.28125
972.189,4.3495984,0.455112,42.214676,-73.88016,26.77483,29.89957,0.32948965,783.4815,0.10761042,30.173752,0.64943314,2,0,35.686275,177.8,15.625,8.59375,788,10.630836,0.64007777,10.4,0.18,17.1875
974.612,1.2427424,0.472311,42.21468,-73.88014,26.76857,29.89949,0.30225185,783.48553,0.09871462,14.390643,1.3617067,2,0,37.64706,177.8,15.625,8.59375,753,11.221438,0.6456284,10.4,0.055,19.53125
977.182,0,0.468342,42.214676,-73.88014,26.756598,29.899353,0.31367415,783.4897,0.10244512,3.9618897,4.946083,2,0,37.2549,177.8,20.3125,8.59375,746,10.926137,0.6227943,12.2,0.775,19.53125
979.611,0,0.427329,42.21468,-73.880135,26.742693,29.899197,0.31103823,783.4938,0.10158423,0,0,2,0,39.215687,177.8,25,8.59375,1300,14.469749,1.4318042,12.2,0.855,7.03125
982.177,5.592341,2.694951,42.214684,-73.88005,26.728626,29.899036,0.28380042,783.498,0.09268844,0,0,2,0,59.215687,177.8,5.46875,8.59375,2278,16.241554,2.8161814,12.2,0.79,8.59375
984.608,14.912909,3.226797,42.2147,-73.8798,26.658348,29.898228,1.7897878,783.5216,0.5845398,3.124583,6.271504,2,0,61.17647,177.8,-0.78125,8.59375,2189,18.603964,3.0997775,12.2,0.795,3.125
987.176,20.505249,3.435831,42.214745,-73.87944,26.588284,29.897398,2.1430008,783.55,0.6998981,6.958891,2.8159423,2,0,52.156864,177.8,5.46875,8.59375,1926,15.650953,2.2944381,10.4,0.1,3.125
989.607,24.233477,2.397276,42.21479,-73.879166,26.522055,29.896593,2.2818258,783.58014,0.745238,8.986335,2.180626,2,0,56.07843,177.8,0.78125,8.59375,2104,18.603964,2.9908204,10.4,0.77,3.125
992.169,27.961704,3.51918,42.214867,-73.878876,26.489134,29.896156,1.5920941,783.6036,0.5199735,15.221134,1.2874097,2,0,64.31373,177.8,3.90625,8.59375,2234,18.308662,3.125208,10.4,0.72,4.6875
994.599,31.68993,2.828574,42.215046,-73.87841,26.433146,29.895445,2.33718,783.6345,0.7633166,11.963864,1.6379186,2,0,51.764706,177.8,4.6875,8.59375,2141,15.355652,2.5120256,10.4,0.835,0.78125
997.158,32.932674,1.629936,42.215267,-73.87795,26.404251,29.895037,1.8785304,783.65924,0.6135228,16.869534,1.161611,2,0,29.411764,177.8,7.8125,8.59375,1385,6.791923,0.71875626,10.4,0.815,17.96875
999.595,32.311302,0.419391,42.215412,-73.87766,26.411228,29.895046,1.0824834,783.6736,0.3535361,30.42326,0.644107,2,0,22.745098,177.8,10.15625,8.59375,1242,6.791923,0.6445453,10.4,0.105,10.15625
1002.155,31.06856,0.541107,42.21552,-73.87735,26.456503,29.895496,0.2785286,783.6777,0.09096667,116.007126,0.16891924,2,0,32.156864,177.8,6.25,8.59375,1782,14.76505,2.0103967,10.4,0.065,0.78125
1004.585,33.554043,1.747683,42.21562,-73.87681,26.491796,29.89584,0.35936338,783.68243,0.117367096,86.45444,0.22666083,2,0,44.705883,177.8,3.125,8.59375,1756,7.382525,0.9905321,10.4,0.045,7.03125
1007.291,36.6609,0.445851,42.215725,-73.876236,26.54295,29.896288,0.29610136,783.7017,0.09670589,123.81199,0.1582709,4,0,18.82353,179.6,0,8.59375,1625,5.315418,0.6599787,10.4,0,0
1011.066,36.6609,0.402192,42.21579,-73.87585,26.54295,29.896288,0.29610136,783.7017,0.09670589,123.81199,0.1582709,4,0,17.647058,179.6,0,8.59375,1598,5.315418,0.64901286,10.4,0,0
1012.416,36.6609,0.406161,42.215885,-73.87527,26.601696,29.896877,0.2671063,783.70605,0.08723618,137.2521,0.14277256,4,0,17.647058,179.6,0,8.59375,1653,5.315418,0.67135066,10.4,0,0
1014.847,36.6609,0.42336,42.21595,-73.87488,26.649765,29.897362,0.2697422,783.7096,0.08809706,135.91089,0.1441815,4,0,17.647058,179.6,0,8.59375,1569,5.315418,0.6372348,10.4,0,0
1017.411,34.175415,0.414099,42.216038,-73.874344,26.697037,29.897839,0.2811645,783.7133,0.09182756,130.3895,0.15028691,4,0,18.431372,179.6,0,8.59375,1287,7.677826,0.7550156,12.2,0.025,0.78125
1019.847,32.311302,0.455112,42.2161,-73.87399,26.740505,29.898275,0.27501404,783.717,0.08981883,124.2679,0.15769024,2,0,18.039215,179.6,28.90625,8.59375,1758,5.020117,0.6717567,12.2,0.89,17.1875
1022.404,34.175415,0.44982,42.216198,-73.87345,26.784336,29.898712,0.30225185,783.7214,0.09871462,106.90192,0.18330668,2,0,16.470589,179.6,11.71875,8.59375,1711,5.020117,0.6537973,12.2,0.05,13.28125
1024.836,34.175415,0.455112,42.216267,-73.873085,26.826813,29.89914,0.2987373,783.72534,0.097566776,114.39957,0.17129292,2,0,16.862745,179.6,11.71875,8.59375,1727,5.020117,0.65991116,12.2,0.045,12.5
1027.416,34.175415,0.455112,42.216366,-73.87255,26.869019,29.899563,0.30225185,783.7294,0.09871462,113.069336,0.17330813,2,0,17.254902,179.6,12.5,8.59375,1687,5.020117,0.64462656,10.4,0.275,14.84375
1029.865,33.554043,1.734453,42.216434,-73.872185,26.910997,29.899984,0.30225185,783.7334,0.09871462,113.069336,0.17330813,2,0,34.117645,179.6,-2.34375,8.59375,2161,4.724816,0.78015125,10.4,0.025,0
1032.424,33.554043,0.459081,42.216526,-73.87166,26.916487,29.899977,1.1518959,783.75024,0.376206,29.129408,0.67271656,4,0,16.470589,179.6,0,8.59375,2048,5.610719,0.877986,10.4,0,0.78125
1034.859,32.932674,2.536191,42.216587,-73.8713,26.957502,29.900389,0.30488777,783.75433,0.099575505,110.05376,0.17805694,2,0,47.45098,179.6,5.46875,8.59375,1834,16.832157,2.35873,10.4,0.79,0.78125
1037.422,35.41816,1.091475,42.216698,-73.87074,26.93744,29.900097,1.6843511,783.77655,0.55010444,19.552143,1.0022347,2,0,33.333332,179.6,7.8125,8.59375,1586,5.90602,0.7157102,8.6,0,0
1039.854,34.796787,0.432621,42.216743,-73.87038,26.963076,29.900328,0.72487724,783.78613,0.23674291,48.860905,0.40105346,4,0,19.215687,179.6,0.78125,8.59375,1489,6.496622,0.74197215,8.6,0.03,8.59375
1042.420,33.554043,0.455112,42.216827,-73.86984,27.011427,29.90082,0.28731498,783.7904,0.093836285,121.110245,0.16180164,2,0,21.568628,179.6,16.40625,8.59375,1318,6.201321,0.6269096,8.6,0.86,17.1875
1044.847,32.311302,0.44982,42.21688,-73.86951,27.052244,29.901234,0.30225185,783.7944,0.09871462,111.01353,0.17651753,2,0,21.17647,179.6,15.625,8.59375,1266,6.496622,0.63085073,8.6,0.76,12.5
1047.415,31.06856,0.44982,42.21694,-73.86901,27.09123,29.901628,0.2987373,783.79834,0.097566776,108.159584,0.1811752,2,0,32.156864,179.6,7.03125,8.59375,1574,10.630836,1.2834456,10.4,0.16,3.125
1049.843,31.06856,0.866565,42.216976,-73.86867,27.12817,29.902002,0.2987373,783.80225,0.097566776,103.9996,0.1884222,2,0,27.843138,179.6,7.8125,8.59375,1537,9.744933,1.1444368,10.4,0.87,4.6875
1052.410,31.68993,1.65375,42.217037,-73.86816,27.155758,29.902262,0.5755086,783.8107,0.18795952,53.984528,0.36298984,2,0,50.588234,179.6,1.5625,8.59375,1678,15.355652,1.9687898,10.4,0.175,1.5625
1054.837,32.311302,1.285956,42.217087,-73.86782,27.158733,29.902243,1.0982989,783.82526,0.35870138,28.85365,0.6791458,2,0,43.137257,179.6,7.03125,8.59375,1460,12.697943,1.4165286,10.4,0.785,4.6875
1057.534,29.825817,1.206576,42.217148,-73.86735,27.186125,29.902454,0.8013188,783.84717,0.26170853,37.22091,0.5264738,2,0,46.27451,176,3.125,8.59375,1652,14.174448,1.7891853,8.6,0.495,2.34375
1061.318,28.583075,1.246266,42.21719,-73.867035,27.186125,29.902454,0.8013188,783.84717,0.26170853,37.22091,0.5264738,2,0,27.058823,176,7.03125,8.59375,1252,7.382525,0.7089483,8.6,0.28,18.75
1062.669,27.961704,0.441882,42.217255,-73.86659,27.197994,29.902534,0.827678,783.86053,0.27031738,34.53405,0.56743515,2,0,24.313726,176,13.28125,8.59375,1184,7.087224,0.64362544,8.6,0.675,11.71875
1065.111,27.340332,0.414099,42.217304,-73.8663,27.229898,29.902857,0.29346547,783.86444,0.095845014,95.281075,0.20566346,2,0,23.529411,176,12.5,8.59375,1188,7.087224,0.6457998,8.6,0.065,13.28125
1067.679,27.340332,0.41013,42.21739,-73.86587,27.261465,29.90318,0.27501404,783.86804,0.08981883,99.414314,0.1971128,2,0,23.921568,176,14.84375,8.59375,1120,7.677826,0.6595711,8.6,0.155,10.9375
1070.123,22.990734,0.44982,42.217464,-73.86553,27.29378,29.90351,0.27237812,783.8717,0.08895794,100.37639,0.19522354,2,0,27.058823,176,11.71875,8.59375,962,8.268428,0.61010325,8.6,0.09,12.5
1072.690,16.777021,0.459081,42.217503,-73.86539,27.319958,29.903772,0.2987373,783.8761,0.097566776,76.95971,0.2546246,2,0,27.058823,176,12.5,8.59375,894,9.154331,0.62772506,8.6,0.79,9.375
1075.117,9.941939,0.477603,42.217525,-73.86528,27.333406,29.903902,0.30488777,783.8801,0.099575505,55.02688,0.35611388,2,0,35.294117,176,14.0625,8.59375,853,13.288545,0.86942434,8.6,0.855,19.53125
1077.684,7.4564543,1.710639,42.217556,-73.86514,27.335419,29.903908,0.3171887,783.88434,0.10359296,31.343925,0.62518764,2,0,69.803925,176,3.90625,8.59375,1917,20.080467,2.9525774,8.6,0.8,3.90625
1080.112,13.048795,1.595538,42.217598,-73.86492,27.298042,29.903463,1.1360804,783.8993,0.3710407,6.563316,2.9856608,2,0,54.509804,176,3.90625,8.59375,1760,15.946254,2.152666,8.6,0.835,6.25
1082.676,15.53428,2.459457,42.21763,-73.86474,27.270061,29.903112,1.0596387,783.91486,0.3460751,12.314381,1.5912968,2,0,68.23529,176,3.125,8.59375,2176,19.194565,3.203631,8.6,0.815,2.34375
1085.103,19.883879,4.051026,42.21766,-73.86452,27.224312,29.902552,1.6333901,783.93646,0.5334607,9.510453,2.0604522,2,0,73.72549,176,2.34375,8.59375,2607,22.442877,4.487711,8.6,0.765,2.34375
1087.672,24.233477,5.405778,42.217724,-73.86411,27.13979,29.901525,2.690393,783.97217,0.8786749,7.390697,2.6514192,2,0,71.37255,176,2.34375,8.59375,2794,23.033478,4.936183,8.6,0.345,2.34375
1090.099,27.340332,4.930821,42.21777,-73.86382,27.025682,29.90013,3.5901194,784.0195,1.1725231,6.7500477,2.9030662,2,0,78.039215,176,2.34375,8.59375,2427,21.261671,3.9579701,8.6,0.81,2.34375
1092.669,29.204447,3.561516,42.217846,-73.86336,26.919806,29.898806,3.2746878,784.0677,1.069504,8.348989,2.3470907,2,0,64.31373,176,1.5625,8.59375,2220,18.308662,3.1175606,8.6,0.74,1.5625
1095.099,28.583075,4.121145,42.217903,-73.86305,26.866358,29.898106,2.3652964,784.099,0.7724993,12.347055,1.5870857,2,0,71.37255,176,1.5625,8.59375,2431,22.738176,4.239805,8.6,0.74,1.5625
1097.665,29.204447,4.757508,42.217987,-73.86259,26.796646,29.897203,2.7369606,784.1352,0.8938839,10.443363,1.8763913,2,0,69.01961,176,3.125,8.59375,2339,19.194565,3.443609,10.4,0.705,2.34375
1100.096,29.204447,3.51918,42.218044,-73.86228,26.71147,29.896103,3.1595862,784.177,1.0319122,9.243124,2.1200447,2,0,63.92157,176,2.34375,8.59375,2211,18.899263,3.1928077,10.4,0.785,2.34375
1102.657,27.961704,1.853523,42.218113,-73.86185,26.655262,29.895346,2.33718,784.21124,0.7633166,12.495591,1.5682199,2,0,36.07843,176,14.0625,8.59375,1777,8.563729,1.1627584,10.4,0.85,4.6875
1105.088,24.854847,0.44982,42.21816,-73.861595,26.647615,29.895193,1.2309734,784.2276,0.40203252,22.715117,0.8626782,2,0,22.745098,176,11.71875,8.59375,1288,6.791923,0.6684174,10.4,0.255,7.8125
1107.788,20.505249,0.455112,42.218212,-73.861275,26.692486,29.895657,0.30225185,784.23553,0.09871462,67.8416,0.28884688,2,0,24.313726,181.4,5.46875,8.59375,1130,7.677826,0.66291195,12.2,0.06,7.03125
1111.528,16.777021,0.441882,42.218254,-73.86103,26.692486,29.895657,0.30225185,784.23553,0.09871462,67.8416,0.28884688,2,0,28.235294,181.4,9.375,8.59375,944,10.335535,0.7426501,12.2,0.83,3.90625
1112.919,11.806052,0.615195,42.218273,-73.86093,26.70913,29.89582,0.29346547,784.2403,0.095845014,57.168644,0.34277242,2,0,43.92157,181.4,4.6875,8.59375,1365,15.355652,1.595439,12.2,0.555,4.6875
1115.353,12.4274235,2.728026,42.21852,-73.86098,26.710474,29.895813,0.4085672,784.24567,0.13343692,28.896235,0.67814493,2,0,65.4902,181.4,3.90625,8.59375,2062,19.194565,3.012633,12.2,0.745,3.125
1117.913,18.641136,3.288978,42.21869,-73.86102,26.656012,29.895113,1.8117537,784.26953,0.5917138,6.8593335,2.8568132,2,0,61.568626,181.4,3.90625,8.59375,2337,13.288545,2.3638256,10.4,0.865,7.8125
1120.342,22.990734,2.894724,42.218983,-73.8611,26.595865,29.894323,2.1842968,784.2985,0.71338534,8.534159,2.2961648,2,0,62.35294,181.4,3.125,8.59375,2090,18.308662,2.923762,10.4,0.195,3.90625
1122.910,26.718962,2.597049,42.2192,-73.86115,26.54873,29.893679,1.9224623,784.3267,0.6278709,11.959003,1.6385843,2,0,56.47059,181.4,3.90625,8.59375,2074,16.832157,2.667397,10.4,0.74,3.125
1125.337,27.961704,2.644677,42.219543,-73.86124,26.52023,29.893263,1.7247685,784.3495,0.56330466,15.491332,1.2649548,2,0,63.52941,181.4,3.125,8.59375,2060,18.013361,2.8353136,10.4,0.725,4.6875
1127.906,29.204447,1.760913,42.219776,-73.86129,26.491806,29.892843,1.7563995,784.3728,0.5736353,15.919899,1.230902,2,0,44.705883,181.4,5.46875,8.59375,1886,13.288545,1.9149536,10.4,0.68,3.90625
1130.333,30.44719,1.246266,42.220146,-73.861374,26.489273,29.89275,1.1694686,784.3882,0.38194522,24.972406,0.7846995,2,0,39.60784,181.4,3.90625,8.59375,1608,11.81204,1.4512762,10.4,0.205,3.90625
1132.905,32.311302,1.197315,42.22041,-73.861435,26.5034,29.892855,0.827678,784.40045,0.27031738,36.78627,0.5326942,2,0,39.215687,181.4,3.90625,8.59375,1578,10.040234,1.2105701,10.4,0.75,6.25
1135.331,33.554043,0.948591,42.220814,-73.86153,26.52031,29.893,0.7951684,784.41095,0.2596998,40.63454,0.48224574,2,0,32.941177,181.4,4.6875,8.59375,1510,8.85903,1.0221208,10.4,0.745,4.6875
1137.896,33.554043,0.578151,42.221077,-73.86158,26.545528,29.89325,0.6299842,784.41925,0.20575112,53.261723,0.36791593,2,0,24.705883,181.4,10.9375,8.59375,1459,7.677826,0.855919,10.4,0.845,7.8125
1140.322,31.68993,0.781893,42.221455,-73.86164,26.580393,29.89362,0.38396528,784.4243,0.125402,87.38822,0.22423884,2,0,32.54902,181.4,3.90625,8.59375,1529,10.630836,1.2419784,10.4,0.585,3.125
1142.892,31.68993,1.129842,42.221714,-73.86167,26.609945,29.893923,0.5192757,784.43195,0.16959402,61.02718,0.32110015,2,0,44.705883,181.4,6.25,8.59375,1651,16.832157,2.1233714,10.4,0.47,1.5625
1145.318,32.932674,2.164428,42.22212,-73.86172,26.627426,29.894077,0.7503578,784.4419,0.2450648,42.233093,0.46399242,2,0,57.2549,181.4,3.125,8.59375,1612,17.127459,2.1095853,10.4,0.2,3.90625
1147.884,33.554043,1.919673,42.22239,-73.86175,26.619642,29.893911,1.4374535,784.4609,0.46946838,22.910425,0.8553239,2,0,56.47059,181.4,3.90625,8.59375,1538,17.127459,2.0127432,8.6,0.735,2.34375
1150.312,32.311302,2.489886,42.22278,-73.861786,26.618887,29.893831,1.2749053,784.4778,0.41638058,26.318851,0.74455506,2,0,64.31373,181.4,3.125,8.59375,2018,19.194565,2.9710145,8.6,0.305,3.90625
1152.874,31.06856,2.745225,42.22303,-73.86181,26.599936,29.893515,1.6535988,784.502,0.5400608,19.53999,1.002858,2,0,59.60784,181.4,3.90625,8.59375,1783,15.355652,2.1000273,8.6,0.735,4.6875
1155.312,31.06856,1.879983,42.223408,-73.86185,26.574118,29.893118,1.8231761,784.5262,0.5954443,17.0409,1.1499296,2,0,50.588234,181.4,3.90625,8.59375,1937,18.308662,2.720142,8.6,0.16,3.125
1158.009,32.311302,2.84445,42.22381,-73.86189,26.544666,29.892605,1.8890741,784.5676,0.61696637,17.104307,1.1456667,2,0,63.52941,181.4,3.90625,8.59375,1921,15.355652,2.2625644,8.6,0.785,6.25
1161.793,33.554043,1.840293,42.224083,-73.86191,26.544666,29.892605,1.8890741,784.5676,0.61696637,17.104307,1.1456667,2,0,50.19608,181.4,3.90625,8.59375,1777,13.288545,1.8112158,8.6,0.355,5.46875
1163.143,34.175415,1.504251,42.224358,-73.86193,26.546684,29.892544,1.2221869,784.5874,0.39916292,27.454102,0.7137671,2,0,45.882355,181.4,3.90625,8.59375,1593,13.879147,1.6958361,8.6,0.78,3.90625
1165.569,34.175415,2.828574,42.224777,-73.861946,26.557909,29.892618,0.99901265,784.6006,0.32627478,34.209194,0.57282364,2,0,67.84314,181.4,3.90625,8.59375,1656,15.650953,1.9879545,8.6,0.8,5.46875
1168.138,35.41816,1.734453,42.22521,-73.86195,26.534634,29.892242,1.8785304,784.6255,0.6135228,18.192635,1.0771302,2,0,49.80392,181.4,3.90625,8.59375,1591,14.174448,1.7297434,8.6,0.695,3.90625
1170.565,34.796787,1.493667,42.225487,-73.861946,26.541939,29.892262,1.1518959,784.6407,0.376206,30.74771,0.6373104,2,0,47.843136,181.4,3.90625,8.59375,1587,12.402642,1.5097202,8.6,0.05,3.90625
